Unnamed: 0,tweet,tweet_processed,label
1059,"I always love my family, I always love you as my sister, but not anymore. You are not the same.   ",i always love my family i always love you a my sister but not anymore you be not the same,0
1060," oh dear, that ending was depressing! Nothing says Merry Christmas like a murder, plot twist+suicide ?? ",oh dear that end be depress nothing say merry christmas like a murder plot twistsuicide,0
1062,No! No! No!!!    pic.twitter.com/vpoZSMSbXL,no no no,0
1064,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  ",drunk and sing along to bmth ask alexandria and of mouse and men rip my parent eardrums,0
1065,More terrible news Dammit! I'm about to punch 2016 in the dick!! ,more terrible news dammit im about to punch in the dick,0
1066,I literally can't even with the news about Carrie Fisher!   ,i literally cant even with the news about carrie fisher,0
1067,what a long ass weekend!!!   ,what a long as weekend,0
1068,"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  ",im get drunk on mont blanc watch big bang theory and eat cake,0
1072,Why doesn't Christmas last longer ???© ,why doesnt christmas last longer,0
1073,No Sawamura dose since last week. ,no sawamura dose since last week,0
1074,When they end your favourite tv show with the main character dying....   ,when they end your favourite tv show with the main character die,0
1076,Fresh wounds are best means of relief from inner stress...   ,fresh wound be best mean of relief from inner stress,0
1078,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW,i dream my barber be sick on haircut day bro i lose weight in my sleep,0
1079,??you are respectable ??    pic.twitter.com/NiQXmIwMda,you be respectable,0
1083,I'm trying not to be  enough to start posting song lyrics. Can I just sleep until 2017?,im try not to be enough to start post song lyric can i just sleep until,0
1084,"""Me Before You"" has me crying my eyes out right now ",me before you have me cry my eye out right now,0
1085,10pm laying in bed eating a chocolate SANTA ???...   is over,pm lay in bed eat a chocolate santa be over,0
1086,Is it me or  people write better ?,be it me or people write good,0
1087,January & February often worse for people who are . Seek help.,january february often bad for people who be seek help,0
1088,I just wanna lay up with bae rn ,i just wanna lay up with bae rn,0
1089,NOOOO! One of my car speakers just blew out ??????«???­???¶ ,noooo one of my car speaker just blow out,0
1090,"If you're so  that you had a dream you died and then you were annoyed when you woke up, clap your hands! ????½????½????½",if youre so that you have a dream you die and then you be annoy when you wake up clap your hand,0
1091,When you gotta hold your charger a certain way for your phone to charge feeling  lol,when you gotta hold your charger a certain way for your phone to charge feel Laughing Out Loud,0
1092,What a blah day!   pic.twitter.com/sQaReKF3Ly,what a blah day,0
1094,We got a whole 364 before Christmas ,we get a whole before christmas,0
1097,"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going ",when your entire dance company that you havent see in year be get together but youre the only one not go,0
1098,I really just can't live life accepting the fact that Chris Pratt is married to someone else ,i really just cant live life accept the fact that chris pratt be marry to someone else,0
1099,Yesterday I lost 500 days worth of streaks with 5 different people ,yesterday i lose day worth of streak with different people,0
1100,I'm trying really hard to find a reason to be positive about today and keep coming up empty   pic.twitter.com/4j8PkbxzMg,im try really hard to find a reason to be positive about today and keep come up empty,0
1101,"? Today eat healthy food, remember your accomplishments, get some exercise, hang w/ good people & don't be hard on yourself.",today eat healthy food remember your accomplishment get some exercise hang w good people dont be hard on yourself,0
1102,Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  ,possibly the bad min commentary ive sat through the only consolation be not have a mile drive home,0
1103,When your family emotional blackmail you to do something against your will.     ,when your family emotional blackmail you to do something against your will,0
1107,"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like ",how they seem to be try to get people who ask me to block them but im guessing it would be more like,0
1108,??you are supported ??    pic.twitter.com/4YrE8XNRtQ,you be support,0
1109,another great talent lost to us. songs stay with us forever. Odd but last Christmas playing everywhere this yr.,another great talent lose to u song stay with u forever odd but last christmas play everywhere this yr,0
