Unnamed: 0,tweet,tweet_processed
622,"With my  I find there is often a unattached feeling of despair that attaches itself to moments, the more fitting a moment the more it expands. People then think it's the sad moment that's the issue, but even without that, the depression is still there.",with my i find there be often a unattached feeling of despair that attach itself to moments the more fitting a moment the more it expand people then think it the sad moment thats the issue but even without that the depression be still there
623,"Suffering from serious depression ????  Sucks my plans, times everything ????   ",suffer from serious depression suck my plan time everything
624,I don't know but today is such a bad day. So much is floating around in my head and I don't wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my,i dont know but today be such a bad day so much be float around in my head and i dont wanna do anything just wanna lay in bed and cry over how useless and worthless i be i hate my
625,"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere 50 cents I can feed these turtles. They make shit therapists though. They keep telling me to drown myself in their pond so I can become one of them. Its not bad they say ???????????.   pic.twitter.com/0QJRWUgAPH  at McGough Nature Park",wait for my in to kick in so i can get treat for depression until then for a mere cent i can fee these turtle they make shit therapist though they keep tell me to drown myself in their pond so i can become one of them it not bad they say at mcgough nature park
626,Exercise is a powerful tool for dealing with,exercise be a powerful tool for deal with
627,Adulting day  (1) - (thread)  Major depressive episode hit last night...   pic.twitter.com/v5XIiYG8aS,adulting day 1 thread major depressive episode hit last night
628,"""AUTISM AND DEPRESSION""  ... I hate it when I get the feels... If you suffer from autism, you'll probably get this image...     pic.twitter.com/rz3zmMaK9a",autism and depression i hate it when i get the feel if you suffer from autism youll probably get this image
629,"I have never experienced more of an emotional rollercoaster like I did with my  and  than I did yesterday. Not since I was at least 19. The guilt I feel today for how I treated my child is immense. These disorders are no joke. I'm sorry and I love you, Bug.",i have never experience more of an emotional rollercoaster like i do with my and than i do yesterday not since i be at least the guilt i feel today for how i treat my child be immense these disorder be no joke im sorry and i love you bug
630,"We would like to have a conversation on Twitter with an athletic trainer, about the effects seen on  and  when a person with these issues has begun training. We know you're out there! Share your experience and let us amplify it for others!",we would like to have a conversation on twitter with an athletic trainer about the effect see on and when a person with these issue have begin train we know youre out there share your experience and let u amplify it for others
631,"Quote:  ,  and  are caused when we are living to please others. Paulo Coelho  pic.twitter.com/Cy8zun5IFm",quote and be cause when we be live to please others paulo coelho
632,And I cant do anything about it ????   pic.twitter.com/xviBD0HpaE,and i cant do anything about it
633,"""I used to think that the worst thing in life was to end up alone. It's not. The worst thing in life is to end up with people who make you feel alone"".   ",i use to think that the bad thing in life be to end up alone it not the bad thing in life be to end up with people who make you feel alone
634,You try hard to forget the person whom you loved more than yourself.    pic.twitter.com/SzLSq8MsNQ,you try hard to forget the person whom you love more than yourself
635,"sometimes loneliness is more than just being alone in life. it's the idea of doubt, loss and emptiness. it can be having a family but yet noone to talk to about your problems.     ",sometimes loneliness be more than just be alone in life it the idea of doubt loss and emptiness it can be have a family but yet noone to talk to about your problem
636,"What I don't know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I'll. Advise welcome",what i dont know be how to fight the lonely at work lonely at home me my thought and silence you can build a very awful depression on it doubt it that one can build a positive and happy person from a shit like that but one can always try ill advise welcome
637,"THIS IS  TRYING TO  ME DOWN...DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFORT THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP...I DON'T EXIST TO ANYONE ON TWITTER OR ANYWHERE.????  pic.twitter.com/IrVVVMNkMO",this be try to me downdepriving me of my peace and my sleep the mischievous elf represent the reminder of my the discomfort the boy be experience represent how my pain be constant and sharpi dont exist to anyone on twitter or anywhere
